id	filename	md5	size	state
07937dc5-28f1-4508-a379-eff05585af5e	07937dc5-28f1-4508-a379-eff05585af5e/unc.edu.ba7eaaac-b25a-4f83-b8f8-885b172ac44c.2621626.rsem.genes.results	4c7afbbc861588d4383860767ef8cdc3	1483585	validated
088d56c9-f20f-4c2b-87e4-e54119e997e3	088d56c9-f20f-4c2b-87e4-e54119e997e3/unc.edu.16336ca0-8d66-4a19-8a1a-3778aac6f291.2101804.rsem.genes.results	4d0f89860a8070ce6e44681fedf5fdf7	1497336	validated
08bd8ac4-f931-45aa-9303-1092a73b2797	08bd8ac4-f931-45aa-9303-1092a73b2797/unc.edu.9aa788e8-ff29-49a1-bec4-282c728de83e.2620585.rsem.genes.results	eb6976d7e1d07a51fde75aca7cf812a5	1498211	validated
0969b02b-fe02-4bbc-b075-6b5f6ebbc42d	0969b02b-fe02-4bbc-b075-6b5f6ebbc42d/unc.edu.578e5ec2-7091-4f3e-a440-1fcd5585a704.1941742.rsem.genes.results	2fc7a73f9686c5150285e5e82281d077	1485675	validated
098377e5-6281-4d51-9e28-c893845ecd29	098377e5-6281-4d51-9e28-c893845ecd29/unc.edu.1c2972fc-456c-4567-be96-bde9d39a0b76.1799059.rsem.genes.results	c18c4dae156da4fb4372c38ef952998b	1496334	validated
0a18b62c-ce7c-4b59-8675-80f4be71b492	0a18b62c-ce7c-4b59-8675-80f4be71b492/unc.edu.af1ae913-a82c-4d3f-9705-b45685a434ab.2077094.rsem.genes.results	36ef71f0b16b3f003d8c25a4a8a4c874	1501719	validated
0b001639-581b-483e-940e-dc63d9fe5799	0b001639-581b-483e-940e-dc63d9fe5799/unc.edu.1f1a8329-397c-4ec8-a7cc-46ec9c48fa42.1312592.rsem.genes.results	7bf7d1c802a7ab732e9bae0399329c9a	1494972	validated
0bd597fc-de97-4b74-a006-4c02573b2c1d	0bd597fc-de97-4b74-a006-4c02573b2c1d/unc.edu.59b320d5-a277-4723-b9f0-d1e7fe2a20af.2081468.rsem.genes.results	991901fe74c5029345777d369086ec56	1510632	validated
0df52352-37f6-4bd5-a05b-6bde7d85164f	0df52352-37f6-4bd5-a05b-6bde7d85164f/unc.edu.6c3a4f09-1862-4fed-9977-759ec00a5aeb.2619626.rsem.genes.results	72777abe197688e54bb321bc317cf649	1482564	validated
0e9321e5-5f38-4b46-8590-75b029434f47	0e9321e5-5f38-4b46-8590-75b029434f47/unc.edu.30325cae-b955-45a1-9803-84a42c37d130.2508935.rsem.genes.results	629a369d3a869554b0826a2499c87a3c	1484438	validated
0ef1be32-39f9-4723-a26c-589d9530a18b	0ef1be32-39f9-4723-a26c-589d9530a18b/unc.edu.946a3961-1616-4f45-a10a-2c6778491fb9.2489574.rsem.genes.results	c76884172867efc4550da04e07a1bd86	1498637	validated
0ef71577-eff7-494f-8e57-5634f600d353	0ef71577-eff7-494f-8e57-5634f600d353/unc.edu.6dcfd83a-74cb-447c-ab0d-40894fa9d359.1188095.rsem.genes.results	7f84b309517442cfa35ba6cde5b79674	1497538	validated
10844ede-9925-4e10-a814-951235dbc1ce	10844ede-9925-4e10-a814-951235dbc1ce/unc.edu.a23fd611-d413-4ea7-9061-8caeba4b39ff.2322315.rsem.genes.results	4588c1063ee23d8e2177081d567998bf	1508638	validated
10963997-5071-4b76-bed1-a8e0d81ee762	10963997-5071-4b76-bed1-a8e0d81ee762/unc.edu.63a48c81-2b6c-4f68-a76b-69ff2fc449ed.1176121.rsem.genes.results	16c32925e7345f03c1baae5f5c740fc6	1526232	validated
109c3638-b2e8-4953-82dd-d16bc671ba33	109c3638-b2e8-4953-82dd-d16bc671ba33/unc.edu.7f765ffb-6d9d-4cfe-a5b6-8a83d8839d42.2148123.rsem.genes.results	514463a8a851290008a13c7c0ff13b6f	1486447	validated
11b0dc04-6be6-4482-80cd-62a43a379f11	11b0dc04-6be6-4482-80cd-62a43a379f11/unc.edu.cc064dfb-026a-45a9-bf02-f57f473f21a0.2416840.rsem.genes.results	60d2e2c15048de033c556f6170c32bc2	1481727	validated
1258f3fd-cd4b-4961-9b25-f39768685046	1258f3fd-cd4b-4961-9b25-f39768685046/unc.edu.b29ea742-8e19-4cdb-b237-5a7934f01381.1943574.rsem.genes.results	d51b1664dac285f0e3982e91d6a58d19	1489837	validated
12ca90e9-78e1-4ae6-97c2-c6d79290f9c4	12ca90e9-78e1-4ae6-97c2-c6d79290f9c4/unc.edu.3e1411dc-8c6d-4a87-bb4f-44ef5ff8761b.1846207.rsem.genes.results	638bb50f75f9156eb8b04ad98bcfbf62	1490459	validated
12dfbb1b-ee88-41a5-ac92-451fc8e8ce38	12dfbb1b-ee88-41a5-ac92-451fc8e8ce38/unc.edu.24214ac8-46a2-44c2-9ce8-8514b9c61181.1919444.rsem.genes.results	2d8325e4c8a96fab1168cce8f6970cc4	1499330	validated
145e6004-ed22-4ee7-b501-3432844582ca	145e6004-ed22-4ee7-b501-3432844582ca/unc.edu.0559ff1c-6aee-491f-9b58-747732a10755.1173931.rsem.genes.results	0a211f9f2b4022acd27693e58be01d4d	1502609	validated
15ccdaee-d4f1-4dd2-8363-1d851dbe4ee5	15ccdaee-d4f1-4dd2-8363-1d851dbe4ee5/unc.edu.c8de0c98-c69a-44a1-bdf7-e6c731359aac.1889602.rsem.genes.results	2c4afc55ddfc03a0281594cb90dd69dd	1491496	validated
16a8b85b-93aa-4d6d-88d3-a25812062a6b	16a8b85b-93aa-4d6d-88d3-a25812062a6b/unc.edu.09c2a2ad-2174-4ebc-b356-628af5e05799.2633300.rsem.genes.results	e88292cae21f10ae0009366aaf1ddc54	1489358	validated
1712412d-4718-4c0a-bcb8-a8a25529065e	1712412d-4718-4c0a-bcb8-a8a25529065e/unc.edu.5b8cde2d-a8bf-4f84-b4c4-9515a2b97226.2508636.rsem.genes.results	070019a19ade2a235e7f6051b1359991	1488943	validated
18f8c0f0-9773-4197-a7c7-c118e3016c1b	18f8c0f0-9773-4197-a7c7-c118e3016c1b/unc.edu.13d4c229-cf05-4fca-a52d-798dc7894ba1.2084149.rsem.genes.results	bf1f499f70e9ea203b698569054f356a	1484744	validated
19dc9617-5008-425d-8f61-28f1ec9acaf6	19dc9617-5008-425d-8f61-28f1ec9acaf6/unc.edu.0c31e1a3-2920-48f3-8609-f2e7ecd5ec51.2386421.rsem.genes.results	64cd8d41935894ca1fb4a4b55bd610e2	1487994	validated
1b5517dd-1b0d-449e-9795-63d5ecd3f1b8	1b5517dd-1b0d-449e-9795-63d5ecd3f1b8/unc.edu.887e3dc8-2c4b-4b56-b43a-fc2b0ba4e478.1842006.rsem.genes.results	7d9399c19e2fd552d301ccdc0faddb83	1497262	validated
1bf67885-d873-42ba-b5be-eef5cca7d16e	1bf67885-d873-42ba-b5be-eef5cca7d16e/unc.edu.54315bb5-c78e-4b9c-b9c1-8d0a944a854f.1311811.rsem.genes.results	73a863fc4d8e232fafe0e3671843ede4	1503296	validated
1c4f0c49-6027-498b-9b73-331fd5ba50f6	1c4f0c49-6027-498b-9b73-331fd5ba50f6/unc.edu.5eeb70ae-b09e-4b6d-80f1-23ed3e20b33c.2502101.rsem.genes.results	53c246e2c4f370c2c3fa4ea504d1dee5	1506964	validated
1cb5c7e3-9139-4675-b4e4-e18d9e02a90a	1cb5c7e3-9139-4675-b4e4-e18d9e02a90a/unc.edu.5b1caa21-6281-47b4-b11f-fbe5458f1ffb.2639990.rsem.genes.results	f102acf2c11fdc918ad861868c890bc5	1479790	validated
1d5a3744-9bf0-437e-b061-17babc23766a	1d5a3744-9bf0-437e-b061-17babc23766a/unc.edu.3d0d0f6b-4caa-4c53-b971-17466f076e95.1172680.rsem.genes.results	478dc1b6303bb0c31d3b58ee4d14ec01	1489510	validated
1d996e0e-fe69-427e-9747-0e43e4f89a4b	1d996e0e-fe69-427e-9747-0e43e4f89a4b/unc.edu.5bd6ca42-16ca-484f-877f-cda4fb3f93a8.2083875.rsem.genes.results	83af17a7329e8aff96216e1b8cc4510b	1468795	validated
1dabd451-0bd3-455f-bda1-4531eb62b8c9	1dabd451-0bd3-455f-bda1-4531eb62b8c9/unc.edu.8f27c933-b86c-4d95-8d17-75f0861ecc10.2640498.rsem.genes.results	cb55210ed308a0420f9b55e8d7fc87fd	1489951	validated
1e2b7116-aab7-4ef6-9942-0667c2adacbc	1e2b7116-aab7-4ef6-9942-0667c2adacbc/unc.edu.1eb7d71a-045d-4c79-8375-100de27caafd.2621518.rsem.genes.results	c94bdd7d17b981b2f57075f0407f22f1	1512324	validated
1eeff493-bbdb-4cd5-b70b-ca4ee4937c96	1eeff493-bbdb-4cd5-b70b-ca4ee4937c96/unc.edu.84f24356-27a3-4321-a58d-f1f6b135c954.1889596.rsem.genes.results	2fdd31e893c34dedf9980a1dbb94dd8f	1513187	validated
2047eb47-9b25-4fb9-90a9-cdb5e3a838c4	2047eb47-9b25-4fb9-90a9-cdb5e3a838c4/unc.edu.078cb900-3686-4894-9e1f-cc4bb1e39eae.2657804.rsem.genes.results	d3ca578a30e9c7bb2ad992e734980201	1482701	validated
20f8aa9d-c354-4622-a86b-c33fb4b14e71	20f8aa9d-c354-4622-a86b-c33fb4b14e71/unc.edu.68f75980-9246-46b2-82d2-41abd9a72998.1209489.rsem.genes.results	4d9269318801d40adfb78e17b1333f71	1498789	validated
22337ecd-3b05-40c4-be4d-190c181544a6	22337ecd-3b05-40c4-be4d-190c181544a6/unc.edu.362c086d-ce73-408a-afcf-f129d54af1e9.2102005.rsem.genes.results	1514c5079984e9af89e28a143f9d0dbd	1499546	validated
228069cc-327f-4a83-9530-23c4492350ea	228069cc-327f-4a83-9530-23c4492350ea/unc.edu.658b2281-9818-48dc-846d-8cad2bae42f0.2085892.rsem.genes.results	38cc4317a77faccb2febcd1a04790bb2	1514320	validated
234a18a7-cef4-437b-9c75-e7994f2a25bc	234a18a7-cef4-437b-9c75-e7994f2a25bc/unc.edu.1fbb2486-5c98-42af-a8b7-3c771a30702c.2306179.rsem.genes.results	fc2ee202296691a82ee719191e160567	1502010	validated
236fad8b-e12b-452c-a08f-cb53b412b0dc	236fad8b-e12b-452c-a08f-cb53b412b0dc/unc.edu.e1aa2737-5bf3-4348-b3bf-07d881e71e6e.2640019.rsem.genes.results	cf280533a31ab3a395114141469b4f40	1478071	validated
2412cfce-5c52-4850-be7a-7dee23db7318	2412cfce-5c52-4850-be7a-7dee23db7318/unc.edu.d01e30b3-9f94-47f6-8a4e-0b4f84ad5eb2.2660904.rsem.genes.results	c58831feab85bacc7aa563b2228f639c	1507553	validated
255f52d2-addb-4700-96e0-e48babdb8518	255f52d2-addb-4700-96e0-e48babdb8518/unc.edu.07653b81-7194-4348-8ef9-1a7660c95376.1889046.rsem.genes.results	90c5401df20b3f112cc6908751981822	1493926	validated
2642d14e-fd0b-4330-8d6b-fff54d176df2	2642d14e-fd0b-4330-8d6b-fff54d176df2/unc.edu.b8e62048-d0a6-4b0f-8e57-e406b783f698.1196916.rsem.genes.results	b595b460996db15d6b9880c83f46f7d6	1498470	validated
26ae88e4-adb8-44fc-9b39-12be90bdaf4b	26ae88e4-adb8-44fc-9b39-12be90bdaf4b/unc.edu.31c9c8be-6cde-4db6-b9fd-6173b41bedc8.2081152.rsem.genes.results	5516bae43adb9cac9176e3fbff1f2c5c	1504099	validated
27c8cbbd-fcf1-42e0-b2ff-1ec61816c694	27c8cbbd-fcf1-42e0-b2ff-1ec61816c694/unc.edu.6aafc1f6-257e-4105-b032-457bcc52dc1b.2634619.rsem.genes.results	944ee2678217877d103f09e5de5bf5b5	1503351	validated
29937bb2-6e99-4645-bea6-261edb41bee3	29937bb2-6e99-4645-bea6-261edb41bee3/unc.edu.2242b367-081f-4369-9761-bcd225c05124.2322276.rsem.genes.results	f8b2e8a50d26247b1d0639db0a039325	1495911	validated
2a968462-4f6d-48a9-8871-6aaa47e86303	2a968462-4f6d-48a9-8871-6aaa47e86303/unc.edu.8d639a44-445c-440c-8452-bafba2df33fc.2640079.rsem.genes.results	8caa364790123104bb444df9fd4fb84c	1479009	validated
2cfb8d16-ee74-492c-aff4-05258ceaab55	2cfb8d16-ee74-492c-aff4-05258ceaab55/unc.edu.e66b878f-0a33-4edf-ba17-e0ec9f41e589.1919304.rsem.genes.results	79fc7c2bf5fd52e281d6d19b0ba0f5dd	1490041	validated
2d539c8a-428f-468f-a2df-3596f03d5887	2d539c8a-428f-468f-a2df-3596f03d5887/unc.edu.c8c2f5d3-a744-4bff-acdb-ada38d8dd074.2478089.rsem.genes.results	301300652ec2d2cf5fbd0338d4a4ce97	1508679	validated
2d865e0e-0223-46bb-9099-0667d30b7db4	2d865e0e-0223-46bb-9099-0667d30b7db4/unc.edu.0caa8897-d988-4898-8c6a-c706598b9b94.2308165.rsem.genes.results	6976af28ccaeef0663612def4236a9d4	1505538	validated
2dc6bf86-f2c6-47de-a999-f4f936b94b78	2dc6bf86-f2c6-47de-a999-f4f936b94b78/unc.edu.c0c50e3a-973e-429d-b93f-dd7ff2aebbcc.2640294.rsem.genes.results	55ecefeca7b8f15bc00e41a4a187b2f2	1497525	validated
2e493e21-e445-43a5-8d1a-62f3940078e4	2e493e21-e445-43a5-8d1a-62f3940078e4/unc.edu.ece2a45a-7c07-44a2-baca-4a62aa38592f.2620163.rsem.genes.results	90e4ece9ce11e2c10dc02cd8e3adb869	1498643	validated
2e5a4324-1d3c-4f71-89bf-7d909da9b0b4	2e5a4324-1d3c-4f71-89bf-7d909da9b0b4/unc.edu.ccf74279-b0d5-45ca-9a90-fd7d3d2fa630.2639976.rsem.genes.results	bdb9bdc76f74c334bff537cf39430be2	1479369	validated
2f8abd7d-57b8-4e27-817c-3746d5a6ac14	2f8abd7d-57b8-4e27-817c-3746d5a6ac14/unc.edu.fbeec4cf-0ad3-4e9e-bfc1-d112b1e51b3a.1190746.rsem.genes.results	fc4e9121f1a497001a6c7f9818af5d7b	1503308	validated
2fa94d10-458c-409a-9006-3efeb641eb57	2fa94d10-458c-409a-9006-3efeb641eb57/unc.edu.dd37c309-81f0-4d3d-863d-a16aa505e346.1889053.rsem.genes.results	9aeba9fa9a584fd6264d02ffa102d687	1505767	validated
2fee9137-9100-41dd-a489-420d9b777a26	2fee9137-9100-41dd-a489-420d9b777a26/unc.edu.bb931f9d-802e-4e02-b503-a637aa369e8b.1186069.rsem.genes.results	62a2bf251e347c90f4cb9a8314d81fd2	1485599	validated
2ff8289a-e843-4c14-83a7-41add691711a	2ff8289a-e843-4c14-83a7-41add691711a/unc.edu.c5adfcce-a4a4-47bc-8b9e-7e81819b80a1.2255014.rsem.genes.results	56fc0910a75171639825133712f9a94c	1489158	validated
3040e568-d014-4c06-9065-01ff1ef67b20	3040e568-d014-4c06-9065-01ff1ef67b20/unc.edu.2eabe1cd-7b0a-4a9f-a26b-c43dd0f61e44.2500168.rsem.genes.results	0feea01a675db58146298f8890767626	1503784	validated
30f0b82a-4bea-417d-8d8f-c5bde94839da	30f0b82a-4bea-417d-8d8f-c5bde94839da/unc.edu.d5e3a3be-c4d9-41de-a39c-ae7aad3f3826.1860616.rsem.genes.results	5615a605ac3b4765a8cf2535bd5524cf	1502151	validated
32705eb1-f856-4b54-b8c5-14eab2fef579	32705eb1-f856-4b54-b8c5-14eab2fef579/unc.edu.9c49cf78-bf9b-4562-a8c1-9e8e4203b548.2147302.rsem.genes.results	f4fb9800975305f651cae31fd2600416	1508166	validated
32a4d54e-1076-48ac-8bc7-6a12a89e2e4d	32a4d54e-1076-48ac-8bc7-6a12a89e2e4d/unc.edu.6c2960e2-ad7a-4c08-a453-1bf747483d42.2633969.rsem.genes.results	82bb4cb5272c079db9ebc3ee7580cc3a	1493311	validated
32d04f50-c61b-4c8a-8b9a-4460be97416d	32d04f50-c61b-4c8a-8b9a-4460be97416d/unc.edu.932e8866-4903-4541-a239-8318abbca064.2389321.rsem.genes.results	ec71c7fe5db95a649161b5ed264f6706	1508051	validated
3417832c-10ae-4003-8f29-ee9f5462416f	3417832c-10ae-4003-8f29-ee9f5462416f/unc.edu.da85d30e-2db7-45eb-8a28-6416c0e07b1f.2501753.rsem.genes.results	e7cb2a9d5d2b08f7ec4c820871052861	1515953	validated
34af485a-ceab-4e10-b245-a3e5adb08aab	34af485a-ceab-4e10-b245-a3e5adb08aab/unc.edu.04beffef-0cd3-4935-8f2e-9e11c5638973.2096879.rsem.genes.results	5422ed7f7382ec51af91559c9a9233fd	1506163	validated
35878f89-56a1-4856-b9eb-6f44fd36ab4f	35878f89-56a1-4856-b9eb-6f44fd36ab4f/unc.edu.8cb97760-f404-486a-9957-f90d1026bc08.2249823.rsem.genes.results	81a5e111669542dab7a1732230abb888	1511246	validated
36189528-23ad-4801-b3e7-98b8d685f3c0	36189528-23ad-4801-b3e7-98b8d685f3c0/unc.edu.e642839c-9891-4ff0-93c4-556d81572af9.1860562.rsem.genes.results	0a66c6e5011d65db880f1134a74fb288	1476892	validated
361cfff2-1c10-48ab-8b05-81cd76d6987b	361cfff2-1c10-48ab-8b05-81cd76d6987b/unc.edu.38bb0662-ec22-4b4f-9264-69957e582b33.2085807.rsem.genes.results	cf0978f3199077145f18cade9d02faca	1493078	validated
36709757-a4ca-4064-9104-4445e7b7bc21	36709757-a4ca-4064-9104-4445e7b7bc21/unc.edu.c0c2c272-ac73-445e-85a9-d7ba6ff53391.2443462.rsem.genes.results	b737eaf0977f17a5c27b92476fb9708c	1502431	validated
36fb6797-4a76-4e4a-a815-04e7bf8631e7	36fb6797-4a76-4e4a-a815-04e7bf8631e7/unc.edu.2da5bdd2-23ba-4f3f-93f6-90951a889955.1881240.rsem.genes.results	199db47be75e25487c6749cce70c1b54	1515586	validated
37296668-e78d-434d-ac29-b230ba3835bf	37296668-e78d-434d-ac29-b230ba3835bf/unc.edu.07401514-29ef-43a8-8a7f-a4e147852470.1895142.rsem.genes.results	79e0349f0193af85313c5a8d8d57ab9d	1480532	validated
37762582-fb96-4bb9-b036-aab61decb3da	37762582-fb96-4bb9-b036-aab61decb3da/unc.edu.087f71fd-fbd5-47c6-92ed-23286b2ed945.2620038.rsem.genes.results	495ac228e0ad71484569491ce1fae865	1476336	validated
37cf11d0-aec9-4fde-954b-c8d904cb0eea	37cf11d0-aec9-4fde-954b-c8d904cb0eea/unc.edu.05246bfa-faf4-4d63-9890-88bb6f7a6546.2311164.rsem.genes.results	704b75f7ed21ee946d42ef19970f5282	1506264	validated
37d094a2-b1ea-4e27-99d8-7fb36bf9df91	37d094a2-b1ea-4e27-99d8-7fb36bf9df91/unc.edu.898a30f1-75df-4503-a586-c2cb43fe1db9.2640583.rsem.genes.results	00f1d4f8b292d9471d502a1daf19cf00	1489886	validated
3845ca81-2a8d-4db6-a8f6-9fa9b4f97298	3845ca81-2a8d-4db6-a8f6-9fa9b4f97298/unc.edu.fe0ae39e-cbfd-416c-9485-036d0f77531f.2510585.rsem.genes.results	6d176741c992dfc25e259cf0d3b01cd8	1484059	validated
3846f1dd-bc85-4875-b496-81cf232fd21d	3846f1dd-bc85-4875-b496-81cf232fd21d/unc.edu.84c348d8-a1a8-4ffe-938d-3a6789004e7a.2447691.rsem.genes.results	4dc590c615b80bc57dbef37ad41e0cc4	1489632	validated
38aa07c5-cb3c-40e2-b89e-97afee36a94d	38aa07c5-cb3c-40e2-b89e-97afee36a94d/unc.edu.6af2d20a-bab8-4f0c-ac22-c1454619ef46.2147825.rsem.genes.results	9d830aac13991420bd003a861c3f1177	1510867	validated
38bdf459-f42b-4298-b320-e7cccfd397ad	38bdf459-f42b-4298-b320-e7cccfd397ad/unc.edu.8a5804cb-d45f-4a6c-b7a0-af505b4b4237.2470050.rsem.genes.results	7e7fce4c067c2ec5ec1ecd40f09d72c3	1503581	validated
3911ae6c-2f3b-4375-b47f-ad897b5afa85	3911ae6c-2f3b-4375-b47f-ad897b5afa85/unc.edu.c3d40f5f-e3df-4bf7-867d-7d17fa8fc3ad.2088399.rsem.genes.results	af768914ba2a52602635ade4b8f93cd9	1507055	validated
396b5ff8-227a-49bc-9c77-583c990af4a1	396b5ff8-227a-49bc-9c77-583c990af4a1/unc.edu.92462e76-eed1-4eab-8c38-4cf9897be417.1889659.rsem.genes.results	599d6cedca45d1596be9013f499d3516	1496863	validated
39c32c22-5112-4681-b01b-205c8c1f66fb	39c32c22-5112-4681-b01b-205c8c1f66fb/unc.edu.20d6834b-5766-4f4a-b30d-8c14195ec7ed.1191390.rsem.genes.results	bf5574a5b5da9176e4d0fb3ed3c1912e	1501629	validated
39e912ee-62c7-4cfb-a62e-c08cbbd4fe35	39e912ee-62c7-4cfb-a62e-c08cbbd4fe35/unc.edu.5453b1a0-b5c0-4d85-95b4-4591fdf05874.1222781.rsem.genes.results	bfb241a8280d429b175eb8f91c3a90a5	1489732	validated
3aa19571-fb07-4270-bf99-cd2bb7d2c649	3aa19571-fb07-4270-bf99-cd2bb7d2c649/unc.edu.8e70d12c-38fd-4da2-ad1e-b7f860959aa2.1185757.rsem.genes.results	f98d07ad301eb48f25b6b4aa4b788729	1493534	validated
3b952ba2-d547-42a7-8dca-ccf6446aec19	3b952ba2-d547-42a7-8dca-ccf6446aec19/unc.edu.0e370e53-c3cc-4191-a6f5-68c932ee7641.2620082.rsem.genes.results	da576bec17a83ce4ada69bff62ef3424	1482682	validated
3c96e796-d8f9-4fd4-9e38-206cc38fb37d	3c96e796-d8f9-4fd4-9e38-206cc38fb37d/unc.edu.db848332-4ee8-4f22-b6c9-b2634bd35918.1889624.rsem.genes.results	ceb927e592c9b7396b7648cb50f54705	1503814	validated
3cb9f5db-49c6-4772-a674-6dba229945b6	3cb9f5db-49c6-4772-a674-6dba229945b6/unc.edu.3c6ca697-64ab-43d8-99ab-10ecbc0e8313.2620704.rsem.genes.results	2d5eb17c1f46912d2bd05e64f47d7881	1493399	validated
3d705c1c-d3d4-4a68-a718-d2b5114a7163	3d705c1c-d3d4-4a68-a718-d2b5114a7163/unc.edu.388a996e-0fb1-4274-905d-074ff0058d80.1171824.rsem.genes.results	1dc85ceb40326d0c03f958e34552c2ce	1497813	validated
3d932465-9d32-44e3-b812-205b17e07863	3d932465-9d32-44e3-b812-205b17e07863/unc.edu.469f052a-477e-498a-ba3b-f288dcbc306f.1201019.rsem.genes.results	921dc7e6f5c5f7c90a26953030ddedcb	1492664	validated
3e58c12b-2f42-4b49-95aa-903406974333	3e58c12b-2f42-4b49-95aa-903406974333/unc.edu.0b20024b-a8dd-4683-9a3b-00fe4cb14f71.1924986.rsem.genes.results	85e27938c686d93ed4f2883d88dc6cf0	1503824	validated
3e77bf80-d4cb-4bb3-8add-c032e0a1e9cc	3e77bf80-d4cb-4bb3-8add-c032e0a1e9cc/unc.edu.830be6d6-82f7-4085-88a4-060f01c267fb.2100709.rsem.genes.results	e622c3b95fd71c8b8842d22d75c68b94	1496587	validated
3e7a73d5-47fc-4869-832f-cdabca70ef2b	3e7a73d5-47fc-4869-832f-cdabca70ef2b/unc.edu.9e3df1b0-dba1-4423-976e-99aab5b7d5e2.1943616.rsem.genes.results	274e1256c6408bc2c964e001edf3c753	1486702	validated
3eb5b2b7-084b-4d2d-930e-c9da1cb86061	3eb5b2b7-084b-4d2d-930e-c9da1cb86061/unc.edu.b6a5831d-1a97-49f1-8dbc-c833abb60a20.2511788.rsem.genes.results	61dbdc919ee1ceb0a0f39b2794801702	1500344	validated
3f68a849-d5bd-4d50-8800-64ca4e597256	3f68a849-d5bd-4d50-8800-64ca4e597256/unc.edu.f3490052-6688-4279-9d92-0aca9fe94382.2502393.rsem.genes.results	9903b89cf7c6d27772e5bd78d6ee5a98	1499508	validated
40c40e4b-0d2f-44cc-98b4-301ff21ff0db	40c40e4b-0d2f-44cc-98b4-301ff21ff0db/unc.edu.97a9402f-537a-4767-bee3-72e1bebcdd97.1844221.rsem.genes.results	1ff9fcc9ec129547f3d7f6d9d458ebb6	1500911	validated
4110fb1e-9051-434a-89df-85cf35f43641	4110fb1e-9051-434a-89df-85cf35f43641/unc.edu.c8b3eddd-f3cf-42eb-bb30-ccc3943eadec.1889244.rsem.genes.results	93ee4c4b600b0732e51edc7c18b46aeb	1509554	validated
